"idComponente";"idServidor";"horario";"valorLido";"unidadeMedida"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:15";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:10";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:05";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:00";46.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:55";46.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:50";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:45";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:40";46.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:35";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:30";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:25";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:20";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:15";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:10";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:05";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:03:00";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:55";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:50";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:44";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:39";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:34";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:29";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:24";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:19";46.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:14";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:09";47.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:02:04";46.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:59";47.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:54";48.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:49";47.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:44";48.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:39";50.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:34";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:28";49.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:23";49.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:18";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:13";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:08";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:01:03";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:58";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:53";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:48";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:43";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:38";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:33";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:27";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:22";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:17";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:12";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:07";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:00:02";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:57";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:52";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:47";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:42";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:37";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:32";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:27";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:22";45.0;"°C"
